row_id,ratio_id,ratio_kind,ratio,fiscal_year,value,unit,formula_990,basis,confidence,value_class,note,target_value,target_direction,target_label,target_class,vs_target
R084,R990-fundraise_dollars_per_dollar-FY2024,fundraise_dollars_per_dollar,Dollars raised per $1 of fundraising (FY2024),FY2024,10.4992,$ per $,Part I line 8 / line 16b,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Inverse of the cents-per-dollar view,5.0,>=,SECTOR: raise $5 or more per $1 spent on fundraising,PUBLIC_RESEARCH,MEETS
R085,R990-public_support_pct-FY2024,public_support_pct,IRS public support % (FY2024),FY2024,73.57,%,Schedule A Part II line 14 (as filed),FILED (SCHEDULE A),HIGH,PUBLIC_RESEARCH,"5-year cumulative IRS test, filed by the preparer - not recomputed here",33.33,>=,IRS RULE: >= 33 1/3% public support (Schedule A test),PUBLIC_RESEARCH,MEETS
R086,R990-leverage_ratio-FY2024,leverage_ratio,Leverage ratio (FY2024),FY2024,0.2387,x,Part X line 26 / Part I line 22,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Total liabilities vs net assets - lower means less reliance on debt; no published sector standard,,,,,
R087,R990-savings_indicator_pct-FY2024,savings_indicator_pct,Savings indicator % (FY2024),FY2024,0.5558,%,(line 12 - line 18) / line 18,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Share of spending the year added to (or drew from) net assets,,,,,
R088,R990-roa_pct-FY2024,roa_pct,Return on assets % (FY2024),FY2024,0.3337,%,(line 12 - line 18) / Part X line 16,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Surplus generated per dollar of balance sheet,,,,,
R089,R990-op_margin_pct-FY2025,op_margin_pct,Operating margin % (FY2025),FY2025,4.7075,%,(Part I line 12 - line 18) / line 12,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Negative = the year spent more than it raised,0.0,>=,INTERNAL POLICY: breakeven or better,MANAGEMENT ASSUMPTION,MEETS
R090,R990-expense_coverage-FY2025,expense_coverage,Expense coverage (FY2025),FY2025,1.0494,x,Part I line 12 / line 18,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,>= 1.0 means revenue covered the year's expenses,1.0,>=,INTERNAL POLICY: revenue covers expenses (>= 1.0x),MANAGEMENT ASSUMPTION,MEETS
R091,R990-program_reliance_pct-FY2025,program_reliance_pct,Program revenue reliance % (FY2025),FY2025,59.8671,%,Part I line 9 / line 12,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Earned-revenue share - the JCC operating model,,,,,
R092,R990-contrib_reliance_pct-FY2025,contrib_reliance_pct,Contributions reliance % (FY2025),FY2025,35.6629,%,Part I line 8 / line 12,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Donated share of revenue,,,,,
R093,R990-invest_other_pct-FY2025,invest_other_pct,Investment + other revenue % (FY2025),FY2025,4.47,%,(Part I line 10 + line 11) / line 12,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Portfolio and misc income share,,,,,
R094,R990-salaries_pct_exp-FY2025,salaries_pct_exp,Salaries % of expenses (FY2025),FY2025,58.0804,%,Part I line 15 / line 18,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,People-cost share of spending,60.0,<=,SECTOR: personnel typically 45-60% of expenses (upper bound drawn),PUBLIC_RESEARCH,MEETS
R095,R990-grants_pct_exp-FY2025,grants_pct_exp,Grants paid % of expenses (FY2025),FY2025,10.6378,%,Part I line 13 / line 18,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Regranting share of spending,,,,,
R096,R990-fundraise_cents_per_dollar-FY2025,fundraise_cents_per_dollar,Fundraising cost per $ raised (FY2025),FY2025,12.6905,cents,Part I line 16b / line 8 x 100,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Cents spent on fundraising per contribution dollar,35.0,<=,BENCHMARK: BBB <= 35 cents per contribution $ (sector typical 15-20 cents),PUBLIC_RESEARCH,MEETS
R097,R990-net_asset_ratio_pct-FY2025,net_asset_ratio_pct,Net asset ratio % (FY2025),FY2025,78.6709,%,Part X line 16 net of line 26,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Share of the balance sheet owned free of liabilities,,,,,
R098,R990-months_cash_on_hand-FY2025,months_cash_on_hand,Months of cash on hand (FY2025),FY2025,0.4565,months,(Part X line 1 + line 2) / (Part I line 18 / 12),COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Pure cash liquidity vs the internal 3.0-month policy; excludes the investment portfolio,3.0,>=,INTERNAL POLICY: >= 3.0 months operating cash (sector norm 3-6),MANAGEMENT ASSUMPTION,MISSES
R099,R990-program_expense_ratio_pct-FY2025,program_expense_ratio_pct,Program expense ratio % (FY2025),FY2025,81.9894,%,Part IX line 25 col B / col A,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Share of spending on programs - the sector's headline accountability ratio,65.0,>=,BENCHMARK: BBB >= 65% on programs; community-center median ~74.2%; above ~90% can signal underinvestment in infrastructure,PUBLIC_RESEARCH,MEETS
R100,R990-overhead_ratio_pct-FY2025,overhead_ratio_pct,Overhead ratio % (FY2025),FY2025,18.0106,%,Part IX line 25 (col C + col D) / col A,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Management + fundraising share of spending,35.0,<=,BENCHMARK: <= 35% overhead (complement of the BBB 65% program standard),PUBLIC_RESEARCH,MEETS
R101,R990-operating_reserve_months-FY2025,operating_reserve_months,Operating reserve months (FY2025),FY2025,5.1061,months,Part X line 27 / (Part I line 18 / 12),COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,"Unrestricted net assets vs a month of spending - line 27 includes board-designated funds and net fixed assets, so this OVERSTATES spendable reserves",3.0,>=,SECTOR: 3-6 months reserves; target 6+ when slow-paying reimbursement grants dominate,PUBLIC_RESEARCH,MEETS
R102,R990-revenue_concentration_pct-FY2025,revenue_concentration_pct,Revenue concentration % (FY2025),FY2025,59.8671,%,largest single revenue stream / Part I line 12,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Largest stream: program service revenue - earned fees from many payers carry different risk than one grantor or major donor,40.0,<=,SECTOR: keep any single revenue stream under 30-40% of total,PUBLIC_RESEARCH,MISSES
R103,R990-current_ratio-FY2025,current_ratio,Current ratio (FY2025),FY2025,0.7109,x,Part X (lines 1+2+3+4+9) / (lines 17+18+19),DERIVED (990 PROXY),HIGH,PUBLIC_RESEARCH,990 PROXY - the form does not classify current vs long-term; numerator and denominator are the plainly short-term lines,1.0,>=,SECTOR: current ratio 1.0-2.0 (near-term bills covered),PUBLIC_RESEARCH,MISSES
R104,R990-days_cash_on_hand-FY2025,days_cash_on_hand,Days cash on hand (FY2025),FY2025,13.8861,days,(Part X line 1 + line 2) / (Part I line 18 / 365),COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Day-count view of the months-of-cash ratio,90.0,>=,SECTOR: ~3 months of cash (90 days),PUBLIC_RESEARCH,MISSES
R105,R990-mgmt_general_pct_exp-FY2025,mgmt_general_pct_exp,Admin (M&G) % of expenses (FY2025),FY2025,13.2613,%,Part IX line 25 col C / col A,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Management & general only - excludes fundraising,20.0,<=,OWNER RULE: management & general < 20% of total expenses,PUBLIC_RESEARCH,MEETS
R106,R990-fundraise_dollars_per_dollar-FY2025,fundraise_dollars_per_dollar,Dollars raised per $1 of fundraising (FY2025),FY2025,7.8799,$ per $,Part I line 8 / line 16b,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Inverse of the cents-per-dollar view,5.0,>=,SECTOR: raise $5 or more per $1 spent on fundraising,PUBLIC_RESEARCH,MEETS
R107,R990-public_support_pct-FY2025,public_support_pct,IRS public support % (FY2025),FY2025,74.89,%,Schedule A Part II line 14 (as filed),FILED (SCHEDULE A),HIGH,PUBLIC_RESEARCH,"5-year cumulative IRS test, filed by the preparer - not recomputed here",33.33,>=,IRS RULE: >= 33 1/3% public support (Schedule A test),PUBLIC_RESEARCH,MEETS
R108,R990-leverage_ratio-FY2025,leverage_ratio,Leverage ratio (FY2025),FY2025,0.2711,x,Part X line 26 / Part I line 22,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Total liabilities vs net assets - lower means less reliance on debt; no published sector standard,,,,,
R109,R990-savings_indicator_pct-FY2025,savings_indicator_pct,Savings indicator % (FY2025),FY2025,4.9401,%,(line 12 - line 18) / line 18,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Share of spending the year added to (or drew from) net assets,,,,,
R110,R990-roa_pct-FY2025,roa_pct,Return on assets % (FY2025),FY2025,2.9701,%,(line 12 - line 18) / Part X line 16,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Surplus generated per dollar of balance sheet,,,,,
R111,R990-revenue_growth_pct-FY2022,revenue_growth_pct,Revenue growth % (FY2021 to FY2022),FY2022,93.7876,%,line 12 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed revenue direction,,,,,
R112,R990-expense_growth_pct-FY2022,expense_growth_pct,Expense growth % (FY2021 to FY2022),FY2022,34.9845,%,line 18 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed expense direction,,,,,
R113,R990-net_assets_growth_pct-FY2022,net_assets_growth_pct,Net assets change % (FY2021 to FY2022),FY2022,14.5829,%,line 22 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Balance-sheet direction,,,,,
R114,R990-revenue_growth_pct-FY2023,revenue_growth_pct,Revenue growth % (FY2022 to FY2023),FY2023,-32.6357,%,line 12 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed revenue direction,,,,,
R115,R990-expense_growth_pct-FY2023,expense_growth_pct,Expense growth % (FY2022 to FY2023),FY2023,3.8416,%,line 18 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed expense direction,,,,,
R116,R990-net_assets_growth_pct-FY2023,net_assets_growth_pct,Net assets change % (FY2022 to FY2023),FY2023,-2.19,%,line 22 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Balance-sheet direction,,,,,
R117,R990-revenue_growth_pct-FY2024,revenue_growth_pct,Revenue growth % (FY2023 to FY2024),FY2024,23.9151,%,line 12 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed revenue direction,,,,,
R118,R990-expense_growth_pct-FY2024,expense_growth_pct,Expense growth % (FY2023 to FY2024),FY2024,11.2301,%,line 18 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed expense direction,,,,,
R119,R990-net_assets_growth_pct-FY2024,net_assets_growth_pct,Net assets change % (FY2023 to FY2024),FY2024,-1.4002,%,line 22 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Balance-sheet direction,,,,,
R120,R990-revenue_growth_pct-FY2025,revenue_growth_pct,Revenue growth % (FY2024 to FY2025),FY2025,12.7206,%,line 12 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed revenue direction,,,,,
R121,R990-expense_growth_pct-FY2025,expense_growth_pct,Expense growth % (FY2024 to FY2025),FY2025,8.0112,%,line 18 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Filed expense direction,,,,,
R122,R990-net_assets_growth_pct-FY2025,net_assets_growth_pct,Net assets change % (FY2024 to FY2025),FY2025,5.1043,%,line 22 year-over-year,COMPUTED FROM FILED,HIGH,PUBLIC_RESEARCH,Balance-sheet direction,,,,,
